"Index" "Open" "High" "Low" "Close" "Volume" "Adjusted"
"2013-08-01" 44.169998 45.599998 44.150002 45.139999 5479000 45.139999
"2013-08-02" 44.970001 45.599998 44.93 45.52 3494500 45.52
"2013-08-05" 45.310001 46.099998 45.25 45.689999 2620900 45.689999
"2013-08-06" 45.380001 45.650002 44.900002 45.419998 2750300 45.419998
"2013-08-07" 45.200001 45.200001 44.189999 44.919998 3000300 44.919998
"2013-08-08" 45.200001 45.689999 44.970001 45.240002 3400700 45.240002
"2013-08-09" 45.23 45.580002 44.860001 45.209999 2543800 45.209999
"2013-08-12" 45.139999 45.68 45.060001 45.389999 2862900 45.389999
"2013-08-13" 45.360001 45.5 44.5 45.07 3644600 45.07
"2013-08-14" 45.099998 45.25 44.189999 44.66 3741400 44.66
"2013-08-15" 44.110001 44.18 42.860001 43.599998 5910700 43.599998
"2013-08-16" 43.529999 44.110001 43.470001 43.830002 4073400 43.830002
"2013-08-19" 43.799999 44.169998 43.349998 43.439999 3482000 43.439999
"2013-08-20" 43.43 43.860001 43.02 43.389999 3571400 43.389999
"2013-08-21" 43.43 44.150002 43.240002 43.5 5379900 43.5
"2013-08-22" 43.75 43.959999 43.5 43.75 2964900 43.75
"2013-08-23" 43.150002 43.73 43 43.59 4312800 43.59
"2013-08-26" 43.16 43.84 43.150002 43.400002 5731000 43.400002
"2013-08-27" 42.919998 42.98 42.330002 42.459999 5589800 42.459999
"2013-08-28" 42.450001 43.25 42.380001 42.779999 5877500 42.779999
"2013-08-29" 42.360001 43.98 42.110001 43.650002 13186500 43.650002
"2013-08-30" 47.669998 49.939999 47.380001 49.130001 31862700 49.130001
"2013-09-03" 49.459999 50.150002 49.130001 49.580002 10222700 49.580002
"2013-09-04" 48.810001 49.25 48.299999 48.77 8027400 48.77
"2013-09-05" 48.459999 49.119999 48.369999 48.599998 5991900 48.599998
"2013-09-06" 48.689999 49.25 48.02 48.470001 5185300 48.470001
"2013-09-09" 48.599998 49.200001 48.540001 49.200001 5220300 49.200001
"2013-09-10" 49.450001 50.080002 49.349998 50.02 5138200 50.02
"2013-09-11" 49.790001 50.419998 49.490002 49.880001 4309400 49.880001
"2013-09-12" 49.830002 50.599998 49.400002 49.959999 3839600 49.959999
"2013-09-13" 49.919998 50.09 49.18 49.639999 3350800 49.639999
"2013-09-16" 50.200001 50.459999 49.490002 49.650002 3347600 49.650002
"2013-09-17" 49.849998 50.470001 49.700001 49.900002 3167000 49.900002
"2013-09-18" 49.93 52.57 49.869999 52.490002 10464300 52.490002
"2013-09-19" 52.66 54.25 52.66 53.380001 6897600 53.380001
"2013-09-20" 53.5 54.02 52.75 52.759998 6106400 52.759998
"2013-09-23" 52.830002 53.650002 51.889999 52.349998 4339300 52.349998
"2013-09-24" 52.169998 52.73 51.709999 52.139999 2979400 52.139999
"2013-09-25" 52.049999 53.16 52 52.470001 4045800 52.470001
"2013-09-26" 52.860001 53.939999 52.849998 53.32 4141300 53.32
"2013-09-27" 53.029999 53.09 52.310001 52.43 3948100 52.43
"2013-09-30" 51.139999 52.25 50.759998 51.91 5051500 51.91
"2013-10-01" 52.139999 52.82 51.93 52.630001 3753300 52.630001
"2013-10-02" 52.25 53.150002 52.040001 53.150002 3207700 53.150002
"2013-10-03" 53.02 53.34 51.709999 52 3089100 52
"2013-10-04" 52.240002 53.369999 52.080002 52.830002 3600800 52.830002
"2013-10-07" 52.419998 53.200001 52.02 52.16 2974800 52.16
"2013-10-08" 52.549999 52.82 49.5 50.139999 5746200 50.139999
"2013-10-09" 50.259998 50.5 48.700001 49.91 4749700 49.91
"2013-10-10" 50.200001 51.77 50.110001 51.540001 4789800 51.540001
"2013-10-11" 51.540001 51.880001 50.900002 51.07 2614300 51.07
"2013-10-14" 50.509998 51.209999 49.970001 51.169998 3866500 51.169998
"2013-10-15" 51.119999 51.529999 50.599998 50.720001 3661500 50.720001
"2013-10-16" 50.98 52.93 50.98 52.580002 5546400 52.580002
"2013-10-17" 52.5 53.099998 52.25 53.009998 3001700 53.009998
"2013-10-18" 53.509998 54.150002 53.310001 54.099998 4548400 54.099998
"2013-10-21" 56.150002 56.240002 54.73 55.099998 4200400 55.099998
"2013-10-22" 55.369999 55.5 53.009998 54.279999 5078500 54.279999
"2013-10-23" 53.950001 54.040001 52.98 53.34 2532500 53.34
"2013-10-24" 53.75 54.540001 53.639999 54.380001 3193100 54.380001
"2013-10-25" 54.549999 54.889999 53.650002 54.560001 2715100 54.560001
"2013-10-28" 54.560001 54.810001 52.200001 53.490002 4450100 53.490002
"2013-10-29" 53.75 54.09 52.799999 53.700001 3553400 53.700001
"2013-10-30" 53.830002 54.110001 52.619999 52.790001 4280300 52.790001
"2013-10-31" 52.790001 53.709999 52.509998 53.360001 3504400 53.360001
"2013-11-01" 53.540001 54.630001 53.540001 53.959999 4330500 53.959999
"2013-11-04" 54.5 55.669998 54.150002 55.580002 4889200 55.580002
"2013-11-05" 55.400002 55.709999 54.849998 55.689999 4262000 55.689999
"2013-11-06" 55.91 55.950001 54.66 55.23 4634200 55.23
"2013-11-07" 55.91 57.240002 54.200001 54.349998 6338600 54.349998
"2013-11-08" 54.349998 55.549999 54.349998 55.490002 4167400 55.490002
"2013-11-11" 55.68 56.139999 55.040001 56.119999 3391900 56.119999
"2013-11-12" 56.130001 57.5 55.959999 56.709999 6072000 56.709999
"2013-11-13" 56.759998 57.759998 56.650002 57.209999 4583700 57.209999
"2013-11-14" 57.09 57.689999 56.740002 56.990002 4850200 56.990002
"2013-11-15" 57.389999 57.889999 56.77 57.310001 5295000 57.310001
"2013-11-18" 58.200001 58.369999 55.209999 55.509998 15146000 55.509998
"2013-11-19" 55.369999 55.369999 52.549999 52.740002 16325400 52.740002
"2013-11-20" 53.459999 54.799999 53.330002 53.610001 7664600 53.610001
"2013-11-21" 53.869999 54.509998 53.75 54.439999 5691100 54.439999
"2013-11-22" 54.650002 55.09 54.5 54.689999 3344800 54.689999
"2013-11-25" 53.77 54.139999 51.849998 52.75 8399600 52.75
"2013-11-26" 52.560001 53.139999 52 52.299999 5694000 52.299999
"2013-11-27" 52.630001 52.900002 51.880001 52.709999 3770700 52.709999
"2013-11-29" 51.119999 52.599998 50.990002 52.09 5635300 52.09
"2013-12-02" 52.009998 52.290001 51.299999 51.560001 4235400 51.560001
"2013-12-03" 51.189999 51.799999 51.040001 51.630001 3832700 51.630001
"2013-12-04" 51.400002 52.619999 51.349998 52.27 4090700 52.27
"2013-12-05" 52.189999 53.150002 52.009998 53.049999 4855500 53.049999
"2013-12-06" 53.68 54.150002 53.23 53.880001 4570100 53.880001
"2013-12-09" 53.619999 54.009998 52.93 53.68 3173600 53.68
"2013-12-10" 53.98 54.540001 53.66 53.720001 3986400 53.720001
"2013-12-11" 53.299999 53.48 51.200001 51.43 6996000 51.43
"2013-12-12" 51.220001 51.619999 50.290001 50.98 5813800 50.98
"2013-12-13" 51.34 51.799999 50.759998 51.130001 4452300 51.130001
"2013-12-16" 50.720001 51.23 50.119999 51.16 6554600 51.16
"2013-12-17" 51.299999 52.450001 50.799999 52.220001 6232700 52.220001
"2013-12-18" 52.389999 53.41 51.720001 53.360001 5557300 53.360001
"2013-12-19" 53.290001 53.950001 52.740002 53.07 3597900 53.07
"2013-12-20" 53.18 54.209999 53.16 53.720001 5795000 53.720001
"2013-12-23" 54.150002 54.75 53.849998 54.580002 4289500 54.580002
"2013-12-24" 54.48 54.970001 54.450001 54.799999 1327500 54.799999
"2013-12-26" 54.880001 55.169998 54.529999 54.849998 1985400 54.849998
"2013-12-27" 54.900002 54.939999 54.330002 54.450001 1837300 54.450001
"2013-12-30" 54.27 55.240002 53.970001 55.169998 3743400 55.169998
"2013-12-31" 55.139999 55.549999 54.860001 55.189999 3101700 55.189999
"2014-01-02" 55.200001 55.209999 54.41 54.860001 2730200 54.860001
"2014-01-03" 54.93 55.389999 54.52 55.119999 1968700 55.119999
"2014-01-06" 55.200001 55.240002 54.029999 54.23 2532700 54.23
"2014-01-07" 54.43 55.119999 54.290001 54.950001 2787200 54.950001
"2014-01-08" 55.189999 57.130001 54.759998 56.939999 7036900 56.939999
"2014-01-09" 57.009998 57.009998 55.650002 56.290001 4968100 56.290001
"2014-01-10" 56.52 57.040001 55.810001 56.950001 3517500 56.950001
"2014-01-13" 56.970001 57.369999 55.860001 56.209999 5306500 56.209999
"2014-01-14" 56.209999 57.68 55.650002 57.509998 4924600 57.509998
"2014-01-15" 57.5 59.849998 57.470001 59.720001 8745500 59.720001
"2014-01-16" 59.490002 59.650002 58.849998 59.209999 5644800 59.209999
"2014-01-17" 59.259998 59.91 58.849998 59.860001 4333300 59.860001
"2014-01-21" 60.27 61.07 59.650002 60.950001 6130800 60.950001
"2014-01-22" 60.990002 61.450001 60.5 61.139999 3515900 61.139999
"2014-01-23" 60.080002 60.150002 58.919998 60.080002 4875700 60.080002
"2014-01-24" 59.48 59.560001 58.25 58.400002 4803500 58.400002
"2014-01-27" 58.509998 58.669998 56.950001 57.080002 5136700 57.080002
"2014-01-28" 57.599998 59.43 57.279999 59.369999 5534700 59.369999
"2014-01-29" 58.560001 59.220001 57.790001 57.959999 4077800 57.959999
"2014-01-30" 59.040001 61.490002 58.709999 60.970001 5946200 60.970001
"2014-01-31" 60.029999 61.259998 60 60.529999 4612200 60.529999
"2014-02-03" 61.099998 61.200001 58.07 58.470001 5450000 58.470001
"2014-02-04" 59.419998 61.349998 59.060001 60.959999 5948100 60.959999
"2014-02-05" 60.57 61.880001 59.759998 61.630001 4860800 61.630001
"2014-02-06" 61.849998 62.75 61.099998 61.700001 5180000 61.700001
"2014-02-07" 62.060001 62.669998 61.220001 61.549999 7537900 61.549999
"2014-02-10" 61.580002 61.700001 60.639999 61.040001 5846400 61.040001
"2014-02-11" 61.25 61.799999 61.150002 61.23 6376300 61.23
"2014-02-12" 61.549999 61.860001 61.099998 61.48 4786500 61.48
"2014-02-13" 61.189999 63.32 61.18 63.130001 4760400 63.130001
"2014-02-14" 63.470001 63.540001 62.400002 62.799999 3654800 62.799999
"2014-02-18" 63.330002 63.939999 62.290001 63.73 3780100 63.73
"2014-02-19" 63.360001 63.959999 62.849998 63.02 4929600 63.02
"2014-02-20" 63.209999 63.25 61.990002 63.009998 5738900 63.009998
"2014-02-21" 63.349998 64.650002 63.349998 63.59 5516500 63.59
"2014-02-24" 62.75 64.330002 61.799999 63.91 5698600 63.91
"2014-02-25" 63.919998 64 63.290001 63.66 4895500 63.66
"2014-02-26" 63.779999 64.739998 62.689999 63.740002 7285700 63.740002
"2014-02-27" 63.52 66.349998 63.509998 66.220001 9345800 66.220001
"2014-02-28" 66.040001 67 60.970001 62.369999 18892500 62.369999
"2014-03-03" 60.650002 61.709999 59.82 61.490002 9303400 61.490002
"2014-03-04" 62.18 63.369999 62.009998 63.07 7927200 63.07
"2014-03-05" 63.07 63.75 62.939999 63.68 5464400 63.68
"2014-03-06" 63.75 63.869999 62.73 63.139999 3958800 63.139999
"2014-03-07" 63.200001 63.360001 59.73 60.740002 11239300 60.740002
"2014-03-10" 60.740002 60.98 59.580002 59.779999 6012000 59.779999
"2014-03-11" 59.990002 62.360001 59.52 61.02 9907300 61.02
"2014-03-12" 60.400002 61.529999 59.639999 61.52 5573400 61.52
"2014-03-13" 61.799999 62.169998 58.419998 59.060001 9256600 59.060001
"2014-03-14" 58.990002 59.290001 57.610001 58.16 6782900 58.16
"2014-03-17" 58.610001 59.27 58.02 58.32 6285200 58.32
"2014-03-18" 58.490002 59.630001 57.98 59.630001 6019300 59.630001
"2014-03-19" 59.459999 59.799999 57.919998 58.43 4918600 58.43
"2014-03-20" 58.349998 59.380001 57.759998 59.119999 4708400 59.119999
"2014-03-21" 59.740002 59.91 56.77 57.029999 10227600 57.029999
"2014-03-24" 57.509998 57.549999 55.669998 56.360001 6299000 56.360001
"2014-03-25" 56.810001 58.099998 55.259998 56.650002 7581100 56.650002
"2014-03-26" 57.080002 57.209999 55.139999 55.209999 6485400 55.209999
"2014-03-27" 55 56.66 53.860001 55.970001 6206100 55.970001
"2014-03-28" 56.07 56.939999 55.59 55.75 5109500 55.75
"2014-03-31" 56.169998 57.18 56.139999 57.09 6520600 57.09
"2014-04-01" 57.610001 58.889999 57.599998 58.799999 5356600 58.799999
"2014-04-02" 59.049999 59.349998 57.709999 58.150002 4799700 58.150002
"2014-04-03" 58.07 58.240002 55.540001 55.740002 6053200 55.740002
"2014-04-04" 56.25 56.610001 54.049999 54.41 6496700 54.41
"2014-04-07" 54.139999 55.509998 53.07 53.970001 6017700 53.970001
"2014-04-08" 54.18 55.52 53.119999 55.209999 8810300 55.209999
"2014-04-09" 55.759998 57.099998 55.290001 56.950001 7376700 56.950001
"2014-04-10" 56.950001 57.080002 54.23 54.549999 10912100 54.549999
"2014-04-11" 53.82 54.5 52.759998 52.869999 6425100 52.869999
"2014-04-14" 53.490002 54.759998 53.080002 53.779999 4860500 53.779999
"2014-04-15" 53.950001 55.380001 52.880001 55.23 6137700 55.23
"2014-04-16" 55.959999 56.080002 54.509998 55.98 4516800 55.98
"2014-04-17" 55.709999 56.439999 55.099998 56.099998 3817000 56.099998
"2014-04-21" 56.080002 56.490002 55.389999 56.110001 3009500 56.110001
"2014-04-22" 56.02 57.400002 55.950001 57.080002 4662900 57.080002
"2014-04-23" 56.52 56.619999 55.080002 55.639999 4229200 55.639999
"2014-04-24" 56.279999 56.599998 53.169998 54.73 6003000 54.73
"2014-04-25" 54.330002 54.369999 52.41 52.799999 5321300 52.799999
"2014-04-28" 53.040001 53.130001 48.279999 49.130001 17648300 49.130001
"2014-04-29" 49.23 51.310001 48.18 50.759998 10347900 50.759998
"2014-04-30" 50.599998 51.740002 49.830002 51.650002 6857500 51.650002
"2014-05-01" 51.900002 53.68 51.790001 52.080002 6405200 52.080002
"2014-05-02" 52.080002 53.040001 51.619999 52.439999 6515700 52.439999
"2014-05-05" 52.970001 53.830002 52 53.650002 7025800 53.650002
"2014-05-06" 53.18 53.709999 51.66 51.779999 6947000 51.779999
"2014-05-07" 51.709999 51.799999 49.18 50.43 9039300 50.43
"2014-05-08" 50.220001 52.080002 49.57 50.150002 6499300 50.150002
"2014-05-09" 49.990002 50.75 49.32 50.279999 5307000 50.279999
"2014-05-12" 50.900002 53.650002 50.849998 53.43 6558300 53.43
"2014-05-13" 53.860001 54.209999 52.200001 52.279999 5321200 52.279999
"2014-05-14" 52.029999 53.02 51.720001 51.880001 3277300 51.880001
"2014-05-15" 52.25 52.299999 50.599998 51.419998 4762400 51.419998
"2014-05-16" 51.599998 51.93 50.490002 51.799999 4646100 51.799999
"2014-05-19" 51.950001 53.43 51.66 53.23 4816200 53.23
"2014-05-20" 53.82 54.150002 52.389999 52.889999 10653800 52.889999
"2014-05-21" 52.599998 53 49.619999 50.189999 20536600 50.189999
"2014-05-22" 50.290001 54.25 49.93 53.27 13735500 53.27
"2014-05-23" 52.650002 53.66 52.110001 53.41 6646200 53.41
"2014-05-27" 52.889999 54.610001 52.849998 54.360001 5931300 54.360001
"2014-05-28" 54.150002 54.360001 53.34 53.34 5945800 53.34
"2014-05-29" 53.119999 54.959999 53.040001 54.400002 6813000 54.400002
"2014-05-30" 55.5 55.540001 52.48 52.630001 9683400 52.630001
"2014-06-02" 52.630001 52.849998 51.639999 52.380001 4070400 52.380001
"2014-06-03" 51.93 52.150002 50.91 50.950001 5793700 50.950001
"2014-06-04" 50.630001 51.52 50.209999 51.07 4712800 51.07
"2014-06-05" 51.470001 51.779999 50.75 51.369999 5410000 51.369999
"2014-06-06" 51.740002 52.290001 51.59 51.799999 3153900 51.799999
"2014-06-09" 51.810001 52.09 51.139999 51.709999 3931400 51.709999
"2014-06-10" 51.599998 53.200001 51.599998 53.060001 6589800 53.060001
"2014-06-11" 52.689999 53.610001 52.5 53.310001 4151400 53.310001
"2014-06-12" 53.169998 53.57 52.630001 53.040001 3626800 53.040001
"2014-06-13" 53.130001 54.389999 52.75 54.310001 5127700 54.310001
"2014-06-16" 53.16 54.73 52.52 54.610001 6994100 54.610001
"2014-06-17" 54.299999 58 54.25 57.82 13418900 57.82
"2014-06-18" 57.59 57.939999 56.740002 57.759998 6043400 57.759998
"2014-06-19" 57.970001 58.619999 57.509998 57.880001 4735800 57.880001
"2014-06-20" 57.970001 57.970001 57.009998 57.509998 5955600 57.509998
"2014-06-23" 57.450001 58.23 56.75 58 3897100 58
"2014-06-24" 58.09 58.220001 57.080002 57.459999 7784300 57.459999
"2014-06-25" 57.110001 57.68 56.630001 57.41 3233100 57.41
"2014-06-26" 57.599998 57.98 56.889999 57.169998 3048800 57.169998
"2014-06-27" 56.93 57.59 56.919998 57.380001 3288100 57.380001
"2014-06-30" 57.349998 58.630001 57.349998 58.080002 5393200 58.080002
"2014-07-01" 58.240002 59.490002 58.169998 59.200001 5288500 59.200001
"2014-07-02" 59.169998 59.48 58.669998 58.91 3621800 58.91
"2014-07-03" 59 59.080002 57.959999 58.759998 2415000 58.759998
"2014-07-07" 58.720001 58.720001 57.189999 57.34 4332400 57.34
"2014-07-08" 57.34 57.34 54.07 54.889999 9256400 54.889999
"2014-07-09" 55.099998 55.470001 54.18 54.599998 4227400 54.599998
"2014-07-10" 53.41 55.040001 53.299999 54.299999 4437400 54.299999
"2014-07-11" 54.5 54.790001 53.75 54.209999 2521500 54.209999
"2014-07-14" 54.689999 55.200001 54.040001 54.73 3004800 54.73
"2014-07-15" 54.77 54.959999 53.16 53.740002 4646700 53.740002
"2014-07-16" 53.990002 54.25 53.68 53.950001 2537400 53.950001
"2014-07-17" 53.619999 54.279999 52.48 52.639999 4800100 52.639999
"2014-07-18" 52.98 54.27 52.720001 53.5 3597800 53.5
"2014-07-21" 53.25 53.48 52.580002 53.32 2662700 53.32
"2014-07-22" 53.529999 54 53.41 53.599998 2991500 53.599998
"2014-07-23" 53.959999 53.970001 53.18 53.599998 3209400 53.599998
"2014-07-24" 53.700001 54.709999 53.669998 54.060001 3122800 54.060001
"2014-07-25" 53.889999 55.369999 53.59 54.889999 4911200 54.889999
"2014-07-28" 54.740002 55.200001 53.860001 54 4017700 54
"2014-07-29" 54.259998 55.16 53.639999 54.830002 3704400 54.830002
"2014-07-30" 55.09 56.490002 55.040001 56.25 3881200 56.25
"2014-07-31" 55.68 55.91 54.150002 54.25 4291100 54.25
"2014-08-01" 54.330002 54.75 52.91 53.48 4311800 53.48
"2014-08-04" 53.889999 55.150002 53.779999 54.900002 3499900 54.900002
"2014-08-05" 54.619999 55.330002 54.029999 54.299999 3379200 54.299999
"2014-08-06" 54.099998 54.919998 53.560001 53.889999 2606600 53.889999
"2014-08-07" 54.169998 54.740002 53.360001 53.75 2754000 53.75
"2014-08-08" 53.91 54.540001 53.529999 54.439999 2516700 54.439999
"2014-08-11" 54.68 55.18 54.459999 54.869999 2573500 54.869999
"2014-08-12" 54.389999 54.490002 52.5 52.75 6298600 52.75
"2014-08-13" 53.029999 53.490002 52.740002 52.82 4714700 52.82
"2014-08-14" 53.150002 53.75 52.82 53.509998 4855700 53.509998
"2014-08-15" 53.84 54.049999 53.02 53.630001 4697000 53.630001
"2014-08-18" 54.110001 54.630001 53.900002 54.380001 4757300 54.380001
"2014-08-19" 54.529999 55.209999 54.43 54.959999 4713500 54.959999
"2014-08-20" 55.380001 55.560001 54.639999 55.389999 5057600 55.389999
"2014-08-21" 55.650002 56.049999 54.889999 55.709999 9544200 55.709999
"2014-08-22" 57.889999 61.009998 57.77 59.799999 25342200 59.799999
"2014-08-25" 59.34 59.689999 58.540001 59.23 7388400 59.23
"2014-08-26" 58.810001 59.860001 58.380001 59.639999 5760900 59.639999
"2014-08-27" 59.419998 60.599998 59.32 59.580002 5347600 59.580002
"2014-08-28" 58.150002 59.029999 57.799999 58.290001 5848400 58.290001
"2014-08-29" 58.060001 59.889999 57.93 59.09 5603900 59.09
"2014-09-02" 59.200001 60.110001 59.110001 59.849998 5268100 59.849998
"2014-09-03" 60.009998 60.369999 58.830002 59.029999 3935200 59.029999
"2014-09-04" 59.18 59.869999 58.849998 59.080002 4244200 59.080002
"2014-09-05" 58.970001 59.889999 58.75 59.810001 2789700 59.810001
"2014-09-08" 59.82 61 59.77 60.360001 3976900 60.360001
"2014-09-09" 60.5 60.93 59.580002 59.66 4419500 59.66
"2014-09-10" 59.810001 60.720001 59.509998 60.700001 2744000 60.700001
"2014-09-11" 60.389999 61.439999 60.119999 61.209999 4437000 61.209999
"2014-09-12" 60.91 61.049999 59.060001 59.25 5814000 59.25
"2014-09-15" 59.150002 59.150002 56.830002 57.57 5678500 57.57
"2014-09-16" 57.459999 57.950001 57.02 57.610001 4062100 57.610001
"2014-09-17" 57.459999 58.060001 56.990002 57.450001 4674700 57.450001
"2014-09-18" 57.900002 57.93 57.189999 57.66 3573200 57.66
"2014-09-19" 58.32 58.799999 57.73 58.240002 6455500 58.240002
"2014-09-22" 58.049999 58.23 56.599998 57.32 5440900 57.32
"2014-09-23" 57.18 57.799999 56.799999 56.810001 4010800 56.810001
"2014-09-24" 56.950001 57.84 56.599998 57.66 4153700 57.66
"2014-09-25" 57.560001 57.779999 55.799999 55.919998 4901400 55.919998
"2014-09-26" 56.009998 56.68 55.830002 56.560001 2830800 56.560001
"2014-09-29" 55.560001 57.389999 55.290001 57.23 4540800 57.23
"2014-09-30" 57.169998 57.68 56.709999 57.529999 3922200 57.529999
"2014-10-01" 57.290001 57.369999 56.389999 56.73 4546700 56.73
"2014-10-02" 56.41 57.099998 56.200001 56.639999 4604400 56.639999
"2014-10-03" 57.630001 58.560001 57.490002 58.459999 5317700 58.459999
"2014-10-06" 58.959999 59.09 57.73 58.299999 3295100 58.299999
"2014-10-07" 57.91 58.130001 56.880001 56.91 2470800 56.91
"2014-10-08" 57 58.060001 55.950001 57.900002 3417000 57.900002
"2014-10-09" 57.75 59.400002 56.919998 57.130001 5436800 57.130001
"2014-10-10" 57.07 57.889999 54.759998 54.77 5873000 54.77
"2014-10-13" 54.75 54.98 52.700001 53.23 5442200 53.23
"2014-10-14" 53.919998 54.290001 52.419998 52.720001 5739700 52.720001
"2014-10-15" 51.950001 53.400002 51.040001 53.09 7010000 53.09
"2014-10-16" 51.970001 54.220001 51.689999 53.869999 5464200 53.869999
"2014-10-17" 54.740002 56.279999 54.66 55.630001 5410300 55.630001
"2014-10-20" 54.75 56.380001 54.689999 56.029999 3805600 56.029999
"2014-10-21" 56.400002 57.450001 56.029999 57.240002 4283700 57.240002
"2014-10-22" 56.77 57.189999 56.009998 56.25 3960500 56.25
"2014-10-23" 56.830002 58.93 56.799999 57.880001 5139900 57.880001
"2014-10-24" 57.950001 59.68 57.799999 59.57 4268000 59.57
"2014-10-27" 59.369999 59.369999 58.41 59.110001 2850900 59.110001
"2014-10-28" 59.970001 61.720001 59.860001 61.529999 6107900 61.529999
"2014-10-29" 61.18 61.299999 60.360001 60.970001 3781600 60.970001
"2014-10-30" 60.599998 61.869999 60.220001 61.720001 2935100 61.720001
"2014-10-31" 62.990002 64.599998 62.939999 63.990002 7418900 63.990002
"2014-11-03" 63.919998 64.5 63.43 63.59 3815600 63.59
"2014-11-04" 63.439999 63.959999 62.990002 63.57 2655100 63.57
"2014-11-05" 63.970001 64.010002 61.59 61.91 4971200 61.91
"2014-11-06" 62.080002 63.450001 61.880001 63.09 3994200 63.09
"2014-11-07" 63.610001 64.639999 63.450001 63.970001 3639500 63.970001
"2014-11-10" 64.050003 64.540001 63.130001 64.449997 2566000 64.449997
"2014-11-11" 64.449997 64.739998 63.450001 64.059998 2026800 64.059998
"2014-11-12" 63.790001 63.93 63.259998 63.77 2364200 63.77
"2014-11-13" 64 64.220001 62.73 63.16 3025400 63.16
"2014-11-14" 63.189999 63.93 62.380001 63.91 3150500 63.91
"2014-11-17" 63.73 64.099998 62.450001 62.509998 3334100 62.509998
"2014-11-18" 62.509998 63.32 62.16 62.470001 4129800 62.470001
"2014-11-19" 62.18 62.209999 60.450001 61.02 7256300 61.02
"2014-11-20" 59.43 59.68 57.810001 58.299999 15530100 58.299999
"2014-11-21" 58.889999 59.580002 57.66 58.189999 10342800 58.189999
"2014-11-24" 57.290001 58.240002 56.799999 58.09 9220400 58.09
"2014-11-25" 57.970001 59.380001 57.939999 59.34 5882600 59.34
"2014-11-26" 59.279999 59.419998 58.91 59.23 3257300 59.23
"2014-11-28" 57.93 60.290001 57.75 59.869999 4469000 59.869999
"2014-12-01" 59.09 59.810001 58.959999 59.080002 4355400 59.080002
"2014-12-02" 59.48 59.73 58.580002 59.25 4939400 59.25
"2014-12-03" 59.419998 59.580002 58.540001 58.880001 3056600 58.880001
"2014-12-04" 58.66 59.119999 58.540001 58.950001 3087400 58.950001
"2014-12-05" 58.98 59.139999 58.560001 58.849998 2732000 58.849998
"2014-12-08" 58.540001 58.73 56.150002 56.41 5057200 56.41
"2014-12-09" 55.040001 56.200001 53.439999 56.139999 6117600 56.139999
"2014-12-10" 56.110001 56.75 55.060001 55.32 5642900 55.32
"2014-12-11" 55.5 56.34 55.16 55.48 4179300 55.48
"2014-12-12" 55.310001 55.709999 54.91 55.07 4477700 55.07
"2014-12-15" 55.419998 56.16 55.110001 55.41 4892200 55.41
"2014-12-16" 54.360001 55.669998 53.75 53.790001 5924300 53.790001
"2014-12-17" 54.189999 57.25 54.09 57 9257500 57
"2014-12-18" 58.490002 59.580002 58.310001 59.330002 11006500 59.330002
"2014-12-19" 59.610001 60.48 59.310001 59.860001 9550200 59.860001
"2014-12-22" 59.93 60.490002 59.450001 59.860001 5297700 59.860001
"2014-12-23" 60 60.860001 59.880001 60.5 3404100 60.5
"2014-12-24" 60.529999 60.880001 60.09 60.330002 2309500 60.330002
"2014-12-26" 60.459999 61.099998 59.919998 60.799999 3454700 60.799999
"2014-12-29" 60.41 60.93 60.02 60.349998 2632500 60.349998
"2014-12-30" 60.259998 60.82 59.009998 59.43 2777100 59.43
"2014-12-31" 59.389999 60.23 59.220001 59.310001 3232000 59.310001
"2015-01-02" 59.900002 60.43 58.509998 59.240002 2796400 59.240002
"2015-01-05" 58.599998 59.240002 57.84 58.169998 3688200 58.169998
"2015-01-06" 58.18 58.549999 56.549999 57.200001 3174900 57.200001
"2015-01-07" 57.790001 57.950001 56.599998 56.93 4284300 56.93
"2015-01-08" 57.330002 58.779999 57.169998 58.59 3756600 58.59
"2015-01-09" 59.16 59.5 57.77 58.16 6875300 58.16
"2015-01-12" 58.450001 58.599998 57.52 57.73 2724500 57.73
"2015-01-13" 58.389999 59.540001 57.299999 57.970001 3509100 57.970001
"2015-01-14" 57.41 57.779999 56.380001 57.25 3098400 57.25
"2015-01-15" 57.150002 57.540001 55.029999 55.110001 4821000 55.110001
"2015-01-16" 54.959999 56.720001 54.950001 56.639999 3236700 56.639999
"2015-01-20" 56.700001 57.560001 55.810001 57.290001 6521500 57.290001
"2015-01-21" 56.990002 58.549999 56.84 57.709999 3544900 57.709999
"2015-01-22" 57.91 58.459999 57.169998 58 5481500 58
"2015-01-23" 58 59.049999 57.779999 58.619999 3887300 58.619999
"2015-01-26" 58.529999 59.98 58.400002 59.779999 4753200 59.779999
"2015-01-27" 58.900002 58.900002 57.240002 57.790001 4150700 57.790001
"2015-01-28" 58.43 58.5 56.349998 56.349998 4683400 56.349998
"2015-01-29" 56.799999 58.259998 55.849998 58.099998 4424500 58.099998
"2015-01-30" 57.5 58.139999 56.369999 56.450001 3817400 56.450001
"2015-02-02" 56.880001 57.330002 55.450001 57.279999 3495200 57.279999
"2015-02-03" 57.66 58.66 57.23 58.610001 3474200 58.610001
"2015-02-04" 58.439999 59.470001 58.209999 58.990002 3013100 58.990002
"2015-02-05" 58.950001 59.48 58.759998 59.259998 2513000 59.259998
"2015-02-06" 59.259998 59.700001 58.650002 59.169998 2714200 59.169998
